patent_id,country_code,title,assignee,author,priority_date,creation_date,publ_date,grant_date,result_link,fig_link
TW-I790401-B,TW,"Risk transaction processing method, device and equipment ",開曼群島商創新先進技術有限公司,"陳春寶, 陳卉佳, 彭姝雯",2019-01-15,2019-03-09,2023-01-21,2023-01-21,https://patents.google.com/patent/TWI790401B/en,https://patentimages.storage.googleapis.com/71/8c/2c/8c2e4f24a16071/108131698-A0305-03-0001-2.png
US-12002014-B2,US,Soft measurement method for dioxin emission concentration in municipal solid waste incineration process ,Beijing University Of Technology,"Jian Tang, Junfei Qiao, Zihao GUO, Haijun He",2019-03-24,2019-02-12,2024-06-04,2024-06-04,https://patents.google.com/patent/US12002014B2/en,https://patentimages.storage.googleapis.com/cd/63/48/f792c84eda7a37/US12002014-20240604-D00000.png
CN-107767384-B,CN,Image semantic segmentation method based on countermeasure training ,电子科技大学,"高建彬, 邓泽露",2017-11-03,2017-03-11,2021-12-03,2021-12-03,https://patents.google.com/patent/CN107767384B/en,https://patentimages.storage.googleapis.com/f0/14/6a/41edd918f8a4e2/HDA0001456684820000011.png
US-11942114-B2,US,Variable speed playback ,Tivo Corporation,Ross Gilson,2011-07-29,2023-11-04,2024-03-26,2024-03-26,https://patents.google.com/patent/US11942114B2/en,https://patentimages.storage.googleapis.com/61/6f/df/0199411baff1f0/US11942114-20240326-D00000.png
US-11528226-B2,US,Network validation with dynamic tunneling ,"Comcast Cable Communications, Llc","Thomas William Lynn, JR., Phillip Andrew Sanderson, Brad A. Hilgenfeld",2013-04-30,2020-01-05,2022-12-13,2022-12-13,https://patents.google.com/patent/US11528226B2/en,https://patentimages.storage.googleapis.com/ff/14/b0/7011f7df38210b/US11528226-20221213-D00000.png
US-11706200-B2,US,Tracking and analyses of content presentation ,"Comcast Cable Communications, Llc","David Mays, Jason Press",2012-10-08,2020-04-09,2023-07-18,2023-07-18,https://patents.google.com/patent/US11706200B2/en,https://patentimages.storage.googleapis.com/06/75/cf/2d70ca8980a1a9/US11706200-20230718-D00000.png
US-11855980-B2,US,Trusted communication session and content delivery ,"Comcast Cable Communications, Llc",Jonathan Moore,2013-11-14,2022-01-07,2023-12-26,2023-12-26,https://patents.google.com/patent/US11855980B2/en,https://patentimages.storage.googleapis.com/7d/de/6e/3c285db67f0551/US11855980-20231226-D00000.png
US-12010096-B2,US,Dynamic firewall configuration ,"Comcast Cable Communications, Llc",Alexander Gurney,2018-02-09,2023-06-04,2024-06-11,2024-06-11,https://patents.google.com/patent/US12010096B2/en,https://patentimages.storage.googleapis.com/ab/c6/e9/66c754ff4422ec/US12010096-20240611-D00000.png
US-11568957-B2,US,Methods and systems for copy number variant detection ,Regeneron Pharmaceuticals Inc.,"Jeffrey Reid, Lukas Habegger, Jonathan Packer, Evan Maxwell",2015-05-18,2019-02-07,2023-01-31,2023-01-31,https://patents.google.com/patent/US11568957B2/en,https://patentimages.storage.googleapis.com/e2/87/22/30db54f9d20445/US11568957-20230131-D00001.png
US-11716334-B2,US,Transport communication management ,Federal Express Corporation,"Mark D. Yerger, Ted McFann, Joseph W. Slavinsky, Joshua Beckman Kendrick, Scot A. Struminger",2013-06-25,2018-02-08,2023-08-01,2023-08-01,https://patents.google.com/patent/US11716334B2/en,https://patentimages.storage.googleapis.com/89/16/a4/aaf42f9ff06178/US11716334-20230801-D00000.png
US-11601730-B2,US,Non-temporal advertising ,"Comcast Cable Communications, Llc","Danial Holden, Aljit Joy",2016-06-07,2021-08-01,2023-03-07,2023-03-07,https://patents.google.com/patent/US11601730B2/en,https://patentimages.storage.googleapis.com/f0/cf/fa/14c92c90a00cdb/US11601730-20230307-D00000.png
US-10987544-B2,US,Force profile control for the application of horizontal resistive force ,"Southern Research Institute, The Uab Research Foundation","Daniel W. Root, Jr.",2016-05-02,2017-02-05,2021-04-27,2021-04-27,https://patents.google.com/patent/US10987544B2/en,https://patentimages.storage.googleapis.com/a7/5b/40/facb6d340195b6/US10987544-20210427-D00000.png
US-11705931-B2,US,Methods and systems for interference management ,"Comcast Cable Communications Management, Llc","Erami Botchway, Phillip Chang, Mark Francisco, Jim Poder, Jorge Salinger",2015-04-07,2022-08-04,2023-07-18,2023-07-18,https://patents.google.com/patent/US11705931B2/en,https://patentimages.storage.googleapis.com/3f/27/9f/28dac0182b4a2e/US11705931-20230718-D00000.png
US-10187872-B2,US,Electronic device and method of providing notification by electronic device ,"Samsung Electronics Co., Ltd.","Eunbi CHO, Hyunjung PARK, JunHo Lee, Jihwa PARK, Daehyung Jo, Dongjin CHOI",2014-08-29,2018-07-06,2019-01-22,2019-01-22,https://patents.google.com/patent/US10187872B2/en,https://patentimages.storage.googleapis.com/8b/18/ab/ed131e75880796/US10187872-20190122-D00000.png
CN-109077715-B,CN,Electrocardiosignal automatic classification method based on single lead ,北京工业大学,"吴水才, 李云, 白燕萍",2018-09-03,2018-03-09,2021-09-17,2021-09-17,https://patents.google.com/patent/CN109077715B/en,https://patentimages.storage.googleapis.com/74/cf/c4/4990cf6235ea04/HDA0001787037440000011.png
US-11867500-B2,US,Time-of-flight (TOF) assisted structured light imaging ,Texas Instruments Incorporated,"Sanjeev Jagannatha Koppal, Vikram VijayanBabu Appia",2013-09-05,2020-06-07,2024-01-09,2024-01-09,https://patents.google.com/patent/US11867500B2/en,https://patentimages.storage.googleapis.com/31/b6/87/da74de166941df/US11867500-20240109-D00000.png
CN-110031477-B,CN,Bridge key component disease early warning system and method based on image monitoring data ,华设设计集团股份有限公司,"明图章, 陆永泉, 闫志刚, 胡靖�, 丁军华, 蒋龙泉, 张贵忠, 成礼平, 李西芝, 李波",2019-04-04,2019-04-04,2021-01-01,2021-01-01,https://patents.google.com/patent/CN110031477B/en,https://patentimages.storage.googleapis.com/ea/52/9a/ca153d1282ffc3/HDA0002018930550000011.png
US-11733726-B2,US,"System, method, and apparatus for actively managing consumption of electric power supplied by one or more electric power grid operators ","Causam Enterprises, Inc.","Joseph W. Forbes, Jr.",2007-08-28,2021-10-09,2023-08-22,2023-08-22,https://patents.google.com/patent/US11733726B2/en,https://patentimages.storage.googleapis.com/28/c4/8e/d24574d637dc1e/US11733726-20230822-D00000.png
US-10592607-B2,US,Iterative alternating neural attention for machine reading ,"Microsoft Technology Licensing, Llc","Alessandro SORDONI, Philip Bachman, Adam Peter Trischler",2016-06-03,2017-02-06,2020-03-17,2020-03-17,https://patents.google.com/patent/US10592607B2/en,https://patentimages.storage.googleapis.com/fa/cc/95/701aa475f987fb/US10592607-20200317-D00000.png
CN-110045729-B,CN,Automatic vehicle driving method and device ,北京小马慧行科技有限公司,"陆敬浩, 彭军, 楼天城",2019-03-12,2019-12-03,2022-09-13,2022-09-13,https://patents.google.com/patent/CN110045729B/en,https://patentimages.storage.googleapis.com/94/e8/eb/c0fcdafadf71f0/HDA0001992981220000011.png
US-10762430-B2,US,"Mechanical turk integrated ide, systems and method ","Nant Holdings Ip, Llc","Farzad Ehsani, Silke Maren Witt-Ehsani, Demitrios Leo Master",2012-04-19,2018-07-11,2020-09-01,2020-09-01,https://patents.google.com/patent/US10762430B2/en,https://patentimages.storage.googleapis.com/0d/03/6e/f9538628e2e27f/US10762430-20200901-D00000.png
US-11908479-B2,US,Virtual assistant identification of nearby computing devices ,Google Llc,Jian Wei LEONG,2016-11-18,2022-01-07,2024-02-20,2024-02-20,https://patents.google.com/patent/US11908479B2/en,https://patentimages.storage.googleapis.com/1e/f0/9f/5791956c1d857f/US11908479-20240220-D00000.png
US-11817092-B2,US,Multi-user virtual assistant for verbal device control ,Google Llc,"Yuzhao Ni, David Roy Schairer",2017-04-07,2020-02-12,2023-11-14,2023-11-14,https://patents.google.com/patent/US11817092B2/en,https://patentimages.storage.googleapis.com/1c/66/f9/f36eb3611bcacf/US11817092-20231114-D00000.png
CN-110461219-B,CN,"Apparatus, method and system for biological monitoring for use in a toilet environment ",托伊实验室公司,"维克拉姆·卡什亚普, 凯文·D·西蒙斯, 托马斯·赖德迈斯特, 埃莉斯·德弗里斯, 本亚明·K·亚夫, 伊莱·马施纳, 迈克尔·B·莫雷利, 马克·扎布拉茨基, 塔克·阿贝德, 鲁道夫·卡马乔",2017-04-07,2018-06-04,2022-11-15,2022-11-15,https://patents.google.com/patent/CN110461219B/en,https://patentimages.storage.googleapis.com/de/8a/be/2450edfc978138/HDA0002216188710000011.png
US-11479262-B2,US,Geographically disparate sensor fusion for enhanced target detection and identification in autonomous vehicles ,Metawave Corporation,Matthew Paul Harrison,2018-06-06,2019-05-06,2022-10-25,2022-10-25,https://patents.google.com/patent/US11479262B2/en,https://patentimages.storage.googleapis.com/c8/48/25/8daef5a0b3cbc9/US11479262-20221025-D00000.png
CN-115879535-B,CN,"Training method, device, equipment and medium for automatic driving perception model ",北京百度网讯科技有限公司,"张伟, 谭啸, 林相如, 叶晓青, 韩钧宇, 王井东, 丁二锐, 吴甜, 王海峰",2023-02-10,2023-10-02,2023-05-23,2023-05-23,https://patents.google.com/patent/CN115879535B/en,https://patentimages.storage.googleapis.com/bb/c6/91/0fc1d592b0126f/FT_9.png
US-11915308-B2,US,Blockchain data exchange network and methods and systems for submitting data to and transacting data on such a network ,Miovision Technologies Incorporated,"Justin A. EICHEL, Kurtis N. MCBRIDE, Jean-Pierre Bhavnani, Jan Bergstrom",2018-05-10,2019-10-05,2024-02-27,2024-02-27,https://patents.google.com/patent/US11915308B2/en,https://patentimages.storage.googleapis.com/26/14/77/7b651ba8dbd522/US11915308-20240227-D00000.png
KR-102174358-B1,KR,Method and apparatus for performing congestion control in NR V2X ,엘지전자 주식회사,"이승민, 서한별, 채혁진",2018-08-09,2019-09-08,2020-11-04,2020-11-04,https://patents.google.com/patent/KR102174358B1/en,https://patentimages.storage.googleapis.com/3d/c2/32/cb25b6fa06144f/112020019500292-pct00001.png
US-11330997-B2,US,Detection of an analyte using different combinations of detector elements that can transmit or receive ,"Know Labs, Inc.",Phillip Bosua,2020-02-06,2021-01-02,2022-05-17,2022-05-17,https://patents.google.com/patent/US11330997B2/en,https://patentimages.storage.googleapis.com/e6/8e/e4/f23ce65e484e35/US11330997-20220517-D00000.png
CN-110347835-B,CN,"Text clustering method, electronic device and storage medium ",招商局金融科技有限公司,"张蓓, 刘屹, 徐君妍, 刘濂, 邵嘉琦, 徐楠, 沈志勇, 万正勇",2019-07-11,2019-11-07,2021-08-24,2021-08-24,https://patents.google.com/patent/CN110347835B/en,https://patentimages.storage.googleapis.com/58/51/f5/5581e1cd950a43/HDA0002126639180000011.png
CN-112417104-B,CN,Machine reading understanding multi-hop inference model and method with enhanced syntactic relation ,山西大学,"张虎, 王宇杰, 李茹, 梁吉业, 谭红叶",2020-12-04,2020-04-12,2022-11-11,2022-11-11,https://patents.google.com/patent/CN112417104B/en,https://patentimages.storage.googleapis.com/c2/f2/be/a56c01c3f12f07/HDA0003814259450000011.png
CN-109063742-B,CN,"Butterfly identification network construction method and device, computer equipment and storage medium ",平安科技（深圳）有限公司,"刘奡智, 夏子敏, 王健宗, 肖京",2018-07-06,2018-06-07,2023-04-18,2023-04-18,https://patents.google.com/patent/CN109063742B/en,https://patentimages.storage.googleapis.com/80/ae/08/a542073c375e1b/HDA0001721993720000011.png
US-11922969-B2,US,"Speech emotion detection method and apparatus, computer device, and storage medium ",Tencent Technology (Shenzhen) Company Limited,Haibo LIU,2017-08-22,2021-08-10,2024-03-05,2024-03-05,https://patents.google.com/patent/US11922969B2/en,https://patentimages.storage.googleapis.com/62/82/b4/1482aad3347eff/US11922969-20240305-D00000.png
CN-110443818-B,CN,Graffiti-based weak supervision semantic segmentation method and system ,中国科学院计算技术研究所,"唐胜, 王斌, 张勇东",2019-07-02,2019-02-07,2021-09-07,2021-09-07,https://patents.google.com/patent/CN110443818B/en,https://patentimages.storage.googleapis.com/24/69/fc/e95c7eb781a0fa/HDA0002115439890000011.png
US-11554786-B2,US,Method and system for controlling an automated driving system of a vehicle ,Zenuity Ab,"Tommy TRAM, Anton JANSSON, Robin GRÖNBERG",2019-02-06,2020-05-02,2023-01-17,2023-01-17,https://patents.google.com/patent/US11554786B2/en,https://patentimages.storage.googleapis.com/dc/32/1d/60dd78fe915605/US11554786-20230117-D00000.png
CN-110304075-B,CN,Vehicle track prediction method based on hybrid dynamic Bayesian network and Gaussian process ,清华大学,"罗禹贡, 刘金鑫, 钟志华, 李克强, 王庭晗, 陈锐, 王永胜, 徐明畅, 于杰",2019-07-04,2019-04-07,2020-06-26,2020-06-26,https://patents.google.com/patent/CN110304075B/en,https://patentimages.storage.googleapis.com/bf/b6/c1/654be255cde160/HDA0002118498920000011.png
US-10398344-B2,US,"Apparatus, methods and articles for four dimensional (4D) flow magnetic resonance imaging ",Arterys Inc.,"Fabien Beckers, Albert Hsiao, John Axerio-Cilies, Torin Arni Taerum, Daniel Marc Raymond Beauchamp",2014-01-17,2018-05-11,2019-09-03,2019-09-03,https://patents.google.com/patent/US10398344B2/en,https://patentimages.storage.googleapis.com/b0/77/a8/2315c0f310082c/US10398344-20190903-D00000.png
US-12086998-B2,US,Augmented reality guidance for surgical procedures ,Philipp K. Lang,Philipp K. Lang,2018-01-29,2023-08-06,2024-09-10,2024-09-10,https://patents.google.com/patent/US12086998B2/en,https://patentimages.storage.googleapis.com/16/09/87/1e4eff7f2b2b54/US12086998-20240910-D00000.png
US-10652091-B2,US,Device migration ,"Microsoft Technology Licensing, Llc","Gregory Baribault, Larry A. Morris, John Mark Miller",2007-09-28,2018-03-10,2020-05-12,2020-05-12,https://patents.google.com/patent/US10652091B2/en,https://patentimages.storage.googleapis.com/4e/4e/b2/790e679deff033/US10652091-20200512-D00000.png
US-11782981-B2,US,"Method, apparatus, server, and storage medium for incorporating structured entity ","Beijing Baidu Netcom Science And Technology Co., Ltd.","Ye Xu, Zhifan FENG, Chao Lu, Yang Zhang, Zhou Fang, Shu Wang, Yong Zhu, Ying Li",2017-12-08,2018-07-12,2023-10-10,2023-10-10,https://patents.google.com/patent/US11782981B2/en,https://patentimages.storage.googleapis.com/62/e6/3b/13ead7f44629c8/US11782981-20231010-D00000.png
US-11170092-B1,US,Document authentication certification with blockchain and distributed ledger techniques ,United Services Automobile Association (Usaa),Minya Liang,2017-12-14,2018-02-05,2021-11-09,2021-11-09,https://patents.google.com/patent/US11170092B1/en,https://patentimages.storage.googleapis.com/5e/b6/0b/d326d56d39a6f4/US11170092-20211109-D00000.png
US-11341851-B2,US,Systems and methods for displaying a movement of a vehicle on a map ,"Beijing Didi Infinity Technology And Development Co., Ltd.","Qiao Chen, Yingchuan XU, Kegang WANG, Pengxuan LI, Chao Liu, Chao Ye, Qian Mu, Yong Qiao, Zhenlin Yang",2017-06-19,2020-06-08,2022-05-24,2022-05-24,https://patents.google.com/patent/US11341851B2/en,https://patentimages.storage.googleapis.com/1f/ac/32/94e592207b30e3/US11341851-20220524-D00000.png
CN-108876370-B,CN,System architecture for sharing open data by crossing block chains under heterogeneous multi-chain architecture ,北京航空航天大学,"胡凯, 罗戡, 余维, 王思远, 张学翰",2018-06-12,2018-12-06,2021-12-17,2021-12-17,https://patents.google.com/patent/CN108876370B/en,https://patentimages.storage.googleapis.com/85/50/1f/2c717c5cdb73bd/HDA0001692366260000011.png
CN-110688495-B,CN,Method and device for constructing knowledge graph model of event information and storage medium ,武汉中科通达高新技术股份有限公司,"蔡青, 唐志斌",2019-12-09,2019-09-12,2020-04-24,2020-04-24,https://patents.google.com/patent/CN110688495B/en,https://patentimages.storage.googleapis.com/97/c4/2a/54618f24d43f84/HDA0002407326870000011.png
US-12016077-B2,US,Unified radio access network (RAN)/multi-access edge computing (MEC) platform ,Verizon Patent And Licensing Inc.,"Jignesh S. Panchal, Ratul Kumar Guha, Kalyani Bogineni, Hans Raj NAHATA",2018-08-08,2021-02-12,2024-06-18,2024-06-18,https://patents.google.com/patent/US12016077B2/en,https://patentimages.storage.googleapis.com/a3/a9/74/d1fecad17c07f0/US12016077-20240618-D00000.png
US-12061476-B2,US,"Returning method of self-moving device, self-moving device, storage medium, and server ","Positec Power Tools (Suzhou) Co., Ltd","Chang Zhou, Yiyun Tan, Yong Shao, Fangshi Liu, Ka tat Kelvin Wong",2016-12-15,2021-12-11,2024-08-13,2024-08-13,https://patents.google.com/patent/US12061476B2/en,https://patentimages.storage.googleapis.com/97/63/a5/7f4c4560bffbeb/US12061476-20240813-D00000.png
US-10255670-B1,US,Image sensor and module for agricultural crop improvement ,Dolly Y. Wu PLLC,"Dolly Y. Wu, Timothy A. Deutsch",2017-01-08,2017-04-02,2019-04-09,2019-04-09,https://patents.google.com/patent/US10255670B1/en,https://patentimages.storage.googleapis.com/30/61/8e/0a95b711e7053e/US10255670-20190409-D00000.png
CN-112530119-B,CN,Forest fire emergency drilling evaluation and analysis system and method and computer equipment ,深圳市城市公共安全技术研究院有限公司,"张明振, 段江忠, 况凯骞, 尹鹏润, 郭俊杰, 陈跃光",2020-11-02,2020-02-11,2022-11-22,2022-11-22,https://patents.google.com/patent/CN112530119B/en,https://patentimages.storage.googleapis.com/19/9d/6e/c168032d6b4830/HDA0002756820110000011.png
US-10881261-B2,US,Cleaning robot ,"Shenzhen Silver Star Intelligent Technology Co., Ltd.","Feidu LIANG, Changtai XIA",2018-03-22,2018-01-10,2021-01-05,2021-01-05,https://patents.google.com/patent/US10881261B2/en,https://patentimages.storage.googleapis.com/01/6f/21/7b689fd7672af0/US10881261-20210105-D00000.png
EP-3138753-B1,EP,Railroad track survey system ,Rail Vision Europe Ltd, Sameer Singh,2015-09-03,2016-09-08,2024-01-03,2024-01-03,https://patents.google.com/patent/EP3138753B1/en,https://patentimages.storage.googleapis.com/58/5b/32/0f4e1bf11bc5af/imgf0001.png
US-11501483-B2,US,Removable sensor payload system for unmanned aerial vehicle performing media capture and property analysis ,"ImageKeeper, LLC","Jerry Speasl, Mike Patterson, Marc Roberts",2018-12-10,2019-10-12,2022-11-15,2022-11-15,https://patents.google.com/patent/US11501483B2/en,https://patentimages.storage.googleapis.com/90/61/75/c5e6b7f2a17d63/US11501483-20221115-D00000.png
US-10831358-B2,US,Email client display transitions between portrait and landscape ,Z124,Paul Webber,2010-11-17,2018-09-10,2020-11-10,2020-11-10,https://patents.google.com/patent/US10831358B2/en,https://patentimages.storage.googleapis.com/8e/50/8e/f68b648e0d3bee/US10831358-20201110-D00000.png
CN-109461495-B,CN,"Medical image recognition method, model training method and server ",腾讯科技（深圳）有限公司,"肖凯文, 孙钟前, 程陈, 杨巍",2018-11-01,2018-01-11,2023-04-14,2023-04-14,https://patents.google.com/patent/CN109461495B/en,https://patentimages.storage.googleapis.com/32/82/33/30ca1d717e4adf/HDA0001851259530000011.png
US-10635890-B2,US,"Facial recognition method and apparatus, electronic device, and storage medium ","Shenzhen Intellifusion Technologies Co., Ltd.","Rui Yan, Yongqiang MOU",2017-07-14,2018-03-07,2020-04-28,2020-04-28,https://patents.google.com/patent/US10635890B2/en,https://patentimages.storage.googleapis.com/8f/aa/0b/8df24df8c3bdfc/US10635890-20200428-D00000.png
US-11483671-B2,US,Systems and methods for defining and implementing rules for three dimensional geofences ,"GeoFrenzy, Inc.",Benjamin T. Jones,2014-07-29,2020-12-11,2022-10-25,2022-10-25,https://patents.google.com/patent/US11483671B2/en,https://patentimages.storage.googleapis.com/d6/d9/8e/0ccd9a2672cf02/US11483671-20221025-D00000.png
CN-111581961-B,CN,Automatic description method for image content constructed by Chinese visual vocabulary ,首都师范大学,"张凯, 周建设, 刘杰, 吕学强",2020-05-06,2020-06-05,2022-06-21,2022-06-21,https://patents.google.com/patent/CN111581961B/en,https://patentimages.storage.googleapis.com/2b/29/25/de5a11e3d4c13a/HDA0002479243990000011.png
US-10156969-B2,US,Windows position control for phone applications ,Z124,"Sanjiv Sirpal, Martin Gimpl",2010-10-01,2016-12-08,2018-12-18,2018-12-18,https://patents.google.com/patent/US10156969B2/en,https://patentimages.storage.googleapis.com/cd/af/8f/ab935f315e6e49/US10156969-20181218-D00000.png
US-9876811-B2,US,Dynamic and selective response to cyber attack for telecommunications carrier networks ,At&T Mobility Ii Llc,Arturo Maria,2011-05-11,2016-11-05,2018-01-23,2018-01-23,https://patents.google.com/patent/US9876811B2/en,https://patentimages.storage.googleapis.com/f5/22/d5/31a935874a46ff/US09876811-20180123-D00000.png
US-9880999-B2,US,Natural language relatedness tool using mined semantic analysis ,The University Of North Carolina At Charlotte,"Walid A. Shalaby, Wlodek W. Zadrozny, Kripa Rajshekhar",2015-07-03,2016-01-07,2018-01-30,2018-01-30,https://patents.google.com/patent/US9880999B2/en,https://patentimages.storage.googleapis.com/e8/9f/20/9739fa8b4b5302/US09880999-20180130-D00000.png
CN-108401015-B,CN,Data center network routing method based on deep reinforcement learning ,广州大学,"刘外喜, 李进, 王宇, 杨钊, 唐冬, 彭凌西",2018-02-02,2018-02-02,2020-10-02,2020-10-02,https://patents.google.com/patent/CN108401015B/en,https://patentimages.storage.googleapis.com/84/5e/e8/6f80fb3ee3f232/HDA0001567600650000011.png
US-11472677-B2,US,"Ship unloading control system, ship loading control system, and related systems and apparatuses ","Beijing Tusen Zhitu Technology Co., Ltd.",Chao Yan,2018-11-07,2019-07-11,2022-10-18,2022-10-18,https://patents.google.com/patent/US11472677B2/en,https://patentimages.storage.googleapis.com/05/34/b5/e239befe65b5f1/US11472677-20221018-D00000.png
US-10085270-B2,US,Selection of a radio access technology resource based on radio access technology resource historical information ,At&T Mobility Ii Llc,"Sheldon Meredith, Mark Austin, Jeremy Fix",2011-07-21,2016-04-11,2018-09-25,2018-09-25,https://patents.google.com/patent/US10085270B2/en,https://patentimages.storage.googleapis.com/f4/35/9d/276330f144e328/US10085270-20180925-D00000.png
CN-110572696-B,CN,Variational self-encoder and video generation method combining generation countermeasure network ,浙江大学,"吴萌, 李荣鹏, 赵志峰, 张宏纲",2019-08-12,2019-12-08,2021-04-20,2021-04-20,https://patents.google.com/patent/CN110572696B/en,https://patentimages.storage.googleapis.com/65/5c/7c/3ca7bf31efc3d5/HDA0002163566050000011.png
US-11847508-B2,US,Convergence among concurrently executing threads ,Nvidia Corp.,"Daniel Robert Johnson, Jack Choquette, Olivier Giroux, Michael Patrick McKeown, Mark Stephenson, Sana Damani",2018-09-11,2022-11-08,2023-12-19,2023-12-19,https://patents.google.com/patent/US11847508B2/en,https://patentimages.storage.googleapis.com/c5/c4/c1/be864a11bedbf6/US11847508-20231219-D00000.png
CN-110390704-B,CN,"Image processing method, image processing device, terminal equipment and storage medium ",深圳追一科技有限公司,刘炫鹏,2019-07-11,2019-11-07,2021-02-12,2021-02-12,https://patents.google.com/patent/CN110390704B/en,https://patentimages.storage.googleapis.com/47/3a/06/f7a83477cab8e7/HDA0002127214680000011.png
US-9956393-B2,US,Systems for increasing a delay in the gastric emptying time for a patient using a transcutaneous electro-dermal patch ,"Elira, Inc.","Raul E. Perez, Peter I. Hong, Steven Diianni, Luis Jose Malave, Brad Stengel",2015-02-24,2016-06-12,2018-05-01,2018-05-01,https://patents.google.com/patent/US9956393B2/en,https://patentimages.storage.googleapis.com/34/4f/49/b4f7a49ffea77c/US09956393-20180501-D00000.png
US-11217107-B2,US,Simultaneous representation of moving and static obstacles for automatically controlled vehicles ,California Institute Of Technology,Anthony T. S. Fragoso,2017-10-05,2018-03-10,2022-01-04,2022-01-04,https://patents.google.com/patent/US11217107B2/en,https://patentimages.storage.googleapis.com/4b/b2/42/776545d9a650ad/US11217107-20220104-D00000.png
US-10335302-B2,US,Systems and methods for using transcutaneous electrical stimulation to enable dietary interventions ,"Elira, Inc.","Raul E. Perez, Peter I. Hong, Steven Diianni, Luis Jose Malave, Brad Stengel",2015-02-24,2017-12-09,2019-07-02,2019-07-02,https://patents.google.com/patent/US10335302B2/en,https://patentimages.storage.googleapis.com/7b/22/0a/1fbde809fa8436/US10335302-20190702-D00000.png
CN-109313665-B,CN,Creation of computer messaging robots ,微软技术许可有限责任公司,"B·施莱辛格, H·菲特斯, A·科恩, Y·P·博苏特斯基, E·科恩, W·拉姆齐, D·科伦",2016-06-14,2017-08-06,2023-06-16,2023-06-16,https://patents.google.com/patent/CN109313665B/en,https://patentimages.storage.googleapis.com/4a/b1/95/1f9b035f686bab/HDA0001904060610000011.png
US-11652830-B2,US,Misbehavior protection for connected vehicle communication ,"Onboard Security, Inc.","Jonathan Petit, Mohammad Raashid Ansari",2018-03-16,2022-05-01,2023-05-16,2023-05-16,https://patents.google.com/patent/US11652830B2/en,https://patentimages.storage.googleapis.com/22/1b/e2/be5355c97af3ca/US11652830-20230516-D00000.png
US-11310335-B2,US,Function as a service gateway ,"Jpmorgan Chase Bank, N.A.","Duncan ADAMS, Alex HAYZELDEN, Tanmay MADAN, Callum Watson, Richard Francois, Dominic Dumrauf, Vaidyalingam Ramalingam, Stephen FLAHERTY",2018-05-11,2019-10-05,2022-04-19,2022-04-19,https://patents.google.com/patent/US11310335B2/en,https://patentimages.storage.googleapis.com/fd/6e/22/05bacfae269f28/US11310335-20220419-D00000.png
CN-109658928-B,CN,"Cloud multi-mode conversation method, device and system for home service robot ",山东大学,"周风余, 王淑倩, 尹磊, 刘进, 万方, 郭仁和, 沈冬冬",2018-12-06,2018-06-12,2020-06-23,2020-06-23,https://patents.google.com/patent/CN109658928B/en,https://patentimages.storage.googleapis.com/ed/29/2b/c6dd95e2a53ee8/HDA0001894732130000011.png
CN-110454290-B,CN,Automobile engine control method based on digital twin technology ,北京航空航天大学,"杨世春, 刘健, 张正杰, 陈飞, 冯松",2019-07-02,2019-02-07,2021-01-29,2021-01-29,https://patents.google.com/patent/CN110454290B/en,https://patentimages.storage.googleapis.com/b3/fc/d6/1e63a5213d633f/HDA0002115398350000011.png
CN-111145177-B,CN,"Image sample generation method, specific scene target detection method and system thereof ",浙江啄云智能科技有限公司,"李一清, 周凯",2020-04-08,2020-08-04,2020-07-31,2020-07-31,https://patents.google.com/patent/CN111145177B/en,https://patentimages.storage.googleapis.com/f1/b9/ee/acd1e559f0b68e/200403113345.png
CN-110009479-B,CN,"Credit evaluation method and device, storage medium and computer equipment ",百融云创科技股份有限公司,"张韶峰, 申宇峰, 季元",2019-03-01,2019-01-03,2021-02-19,2021-02-19,https://patents.google.com/patent/CN110009479B/en,https://patentimages.storage.googleapis.com/b0/9e/81/5118665dbd1067/HDA0001983187310000011.png
CN-108681729-B,CN,"Text image correction method, device, storage medium and equipment ",腾讯科技（深圳）有限公司,袁同根,2018-05-08,2018-08-05,2023-06-23,2023-06-23,https://patents.google.com/patent/CN108681729B/en,https://patentimages.storage.googleapis.com/32/cf/a6/8adfda3daab2f9/HDA0004124117190000011.png
US-11200259-B2,US,System and method for processing contract documents ,Ivalua S.A.S.,"Aurélien Coquard, Christopher Bourez",2019-04-10,2019-10-04,2021-12-14,2021-12-14,https://patents.google.com/patent/US11200259B2/en,https://patentimages.storage.googleapis.com/f9/c1/2d/c264e577121ddc/US11200259-20211214-D00000.png
CN-108171698-B,CN,Method for automatically detecting human heart coronary calcified plaque ,数坤（北京）网络科技有限公司,"穆红章, 马春娥, 安宝磊",2018-02-12,2018-12-02,2020-06-09,2020-06-09,https://patents.google.com/patent/CN108171698B/en,https://patentimages.storage.googleapis.com/0e/9b/70/93cc9c8aed2492/HDA0001543894270000011.png
US-11140695-B1,US,Wireless mesh network ,"Verana Networks, Inc.",Vedat Eyuboglu,2017-11-09,2018-07-11,2021-10-05,2021-10-05,https://patents.google.com/patent/US11140695B1/en,https://patentimages.storage.googleapis.com/50/91/3f/7b539f2015bf0b/US11140695-20211005-D00000.png
